t,o,h,l,c,v
1729072800,67384.1,67798.4,67287.9,67690.4,11046517
1729076400,67690.4,68414.7,67556.4,67847.5,20437306
1729080000,67849.3,68029.8,67618,67795,10340005
1729083600,67794.9,67932.5,67084.6,67347,18029535
1729087200,67347.9,68291.3,67302.5,67651.8,25994872
1729090800,67651.8,68031.4,67365.7,67716.3,9608486
1729094400,67716.4,67897.9,67450,67779.6,7513754
1729098000,67779.1,68050,67643,67897.3,5702256
1729101600,67897.4,68014.8,67733.1,67769.6,3871601
1729105200,67771.2,67908.4,67562.4,67674.6,3288514
1729108800,67673.2,67915.9,67556.4,67569.3,2512319
1729112400,67567.7,67664.1,67456.1,67524.2,2555457
1729116000,67524.2,67826.4,67523.8,67746.1,3488207
1729119600,67746,67785.5,67567,67583.2,1995566
1729123200,67583.3,67900,67539.8,67676.5,3844044
1729126800,67677.1,67864.6,67366.5,67860.6,6547972
1729130400,67860.7,67861.3,67379.8,67446.7,4469472
1729134000,67446.6,67674.3,67410.1,67560.9,2345070
1729137600,67560.8,67561.4,67226.2,67234.9,4208562
1729141200,67238.4,67453.4,67230.1,67310.1,4007038
1729144800,67310.2,67473,67100,67130.5,6141983
1729148400,67130.9,67291.1,67037.4,67271.4,7121224
1729152000,67271.5,67440.1,67148.6,67415.1,6668228
1729155600,67415.2,67500,67152.1,67165.8,4911719
1729159200,67164,67273.2,66692.8,67193,11962121
1729162800,67191.8,67271,66775.1,66856.4,8551993
1729166400,66856.4,67181.8,66789,67146.2,7194007
1729170000,67146.2,67338.8,66627.3,66980,14309560
1729173600,66990.1,67261,66655,67083.9,13239348
1729177200,67084,67642,66905.6,67542,13531742
1729180800,67542,67551.9,67066.8,67344,8990039
1729184400,67345.2,67480,67100.3,67244.7,5102010
1729188000,67244.6,67265.7,66670.5,66903,11063477
1729191600,66903.1,66993,66737.5,66809.3,2838367
1729195200,66809.2,67119.8,66785.8,66911.5,2869510
1729198800,66909.9,67100,66906.1,67048.4,1706301
1729202400,67048.4,67447.8,67048.4,67411.8,4592228
1729206000,67411.8,67444.1,67243.4,67389.3,2772330
1729209600,67389.3,67423.7,67137.7,67176.8,3309199
1729213200,67176.9,68243.6,67161,68049.9,13301190
1729216800,68050,68100,67756.3,68064.8,7126699
1729220400,68064.5,68074.9,67483.7,67522.4,8613840
1729224000,67522.5,67855.1,67510.6,67710.7,5675238
1729227600,67710.7,68038.6,67601.7,67978.4,4972152
1729231200,67978.3,68414.9,67889.2,68061.7,13697802
1729234800,68061.7,68150,67832.2,67938.8,8394741
1729238400,67938.7,68023.4,67740.2,67887.1,4244495
1729242000,67888.7,68017.9,67730.8,67772.2,3504414
1729245600,67772.3,67948.7,67747.2,67847,2604778
1729249200,67847,68010.4,67652.5,67680,3473807
1729252800,67680,67804.1,67613,67642.5,4302141
1729256400,67642.6,68157.9,67625.6,68150,9135404
1729260000,68149.9,68558.6,67888.1,68371.5,26962343
1729263600,68366.1,68823.5,68231,68672,17913248
1729267200,68672,68854.5,68300,68732.7,12011029
1729270800,68732.7,68844.7,68588,68650.1,6169332
1729274400,68650.1,68999.9,68501.1,68849.7,7489296
1729278000,68849.7,68928.6,68523.9,68566.1,6070659
1729281600,68566.1,68650.2,68355,68398.2,5629792
1729285200,68397,68466.8,68202,68386.4,2622967
1729288800,68385.7,68392.1,68139.8,68184.3,3907267
1729292400,68184.2,68446.9,68183.5,68404.9,2206071
1729296000,68404.9,68465.8,68268.6,68302.5,2377399
1729299600,68301.8,68430,68299,68312.5,1557097
1729303200,68312.4,68446.7,68306,68438,2155342
1729306800,68438.1,68686.1,68412.3,68427.9,4985453
1729310400,68427.9,68544.3,68310,68310,2109201
1729314000,68310.1,68413.2,68300,68368.9,1400071
1729317600,68368.8,68426,68309.2,68309.2,1782644
1729321200,68309.2,68397.8,68280,68327.8,2130525
1729324800,68328,68458.8,68322.7,68387.5,2394049
1729328400,68387.5,68419,68325.9,68326.4,1762258
1729332000,68326.3,68361.7,68223.2,68229.1,1920126
1729335600,68229.2,68285.7,68053.6,68071.2,4368133
1729339200,68068.2,68250.4,68060,68194.1,2035484
1729342800,68194.1,68203.9,68089.2,68091,1824875
1729346400,68090.9,68339.1,68090.9,68269.2,2815583
1729350000,68273.9,68311,68129,68200.5,3926348
1729353600,68200.6,68206.6,68004.7,68029.1,2793302
1729357200,68029.1,68134.1,67960,68109.3,1450964
1729360800,68109.3,68180.5,68067.8,68156.5,762305
1729364400,68156.5,68227.6,68120.7,68159.9,764323
1729368000,68159.8,68246.4,68142.9,68220.4,749270
1729371600,68220.4,68321.2,68188.4,68194.3,920264
1729375200,68196.2,68387.3,68169.5,68305.2,1651476
1729378800,68305.1,68393,68274,68356.6,1449668
1729382400,68356.7,68424.9,68173.1,68202.9,2195604
1729386000,68203,68240.8,68131,68132.8,1545632
1729389600,68132.8,68214.8,68092.5,68158,1163722
1729393200,68158,68181,68077,68165.7,1096857
1729396800,68165.6,68303.6,68159.6,68220.4,1089727
1729400400,68220.3,68272,68152.2,68193.6,1005089
1729404000,68193.7,68389.6,68145.1,68376.8,2085294
1729407600,68376.7,68409,68321.3,68337.3,2993896
1729411200,68337.2,68470,68313.4,68360.3,3498987
1729414800,68360.4,68417.5,68314.4,68400,1407423
1729418400,68400,68432,68333,68334.5,1537775
1729422000,68334.5,68418,68333.8,68382.6,835226
1729425600,68382.6,68406.8,68223,68228.3,1825146
1729429200,68228.3,68453.4,68173.2,68421.9,4649998
1729432800,68421.8,68910.4,68421.8,68631.4,13899782
1729436400,68631.3,68675.7,68337.3,68603.2,4817382
1729440000,68603.2,68652.8,68465.1,68472.6,2460902
1729443600,68472.6,68596.7,68387,68528,1275713
1729447200,68528,68637.6,68526.8,68569.1,1412105
1729450800,68569.1,68576.4,68455.4,68479.5,1002615
1729454400,68479.6,68888,68426.9,68753.7,3046144
1729458000,68753.7,68843.6,68621.6,68747.6,2849765
1729461600,68748.6,69400,68571,69119.6,15337083
1729465200,69116.9,69185.4,68901.1,69016,4754422
1729468800,69016,69553.7,68950,69151.1,9610386
1729472400,69151.1,69470.9,69086.5,69203.1,5155315
1729476000,69203.1,69257,68690,68721.2,6050814
1729479600,68721.2,68938.1,68600,68923.1,6364773
1729483200,68923.2,69034.2,68769.3,69028.8,1896837
1729486800,69028.9,69190.9,68939.7,68972.2,3000622
1729490400,68971.7,69142,68621.2,68686.3,4394300
1729494000,68686.3,68807.2,68451.1,68506.7,7402776
1729497600,68506.7,68663.6,68279.2,68300.1,5953285
1729501200,68301.6,68436.7,68145.1,68392.6,6382617
1729504800,68392.5,68492.2,68270.3,68289.4,4224704
1729508400,68285.1,68448,68201.5,68251.2,3919961
1729512000,68251.3,68350,68073,68212.8,5560220
1729515600,68210,68290,67095.7,67329.3,25739458
1729519200,67329.3,67622.7,67016.1,67297.8,16880125
1729522800,67297.9,67363.6,66821,67357,14958457
1729526400,67356.9,67360.1,66916.2,67348.9,7966562
1729530000,67348.8,67677,67272.3,67532.5,7135220
1729533600,67532.8,67532.8,67050,67336.8,5975311
1729537200,67336.8,67931.6,67332.1,67758.4,6186851
1729540800,67761.1,67808,67612.7,67735.1,2816776
1729544400,67734.5,67927,67662.5,67786.4,3371365
1729548000,67786.4,67862.8,67582.3,67757.9,3160578
1729551600,67757.9,67757.9,67340.1,67358.7,4465052
1729555200,67358.8,67390,66500,67136.4,16883414
1729558800,67132.7,67526.6,67024.3,67496,5979919
1729562400,67496.9,67681.5,67250,67299.8,6430905
1729566000,67299.9,67539.7,67285.6,67377.8,3120131
